ID,PwsID,WaterSystemName,WaterSystemCounty,PSCODE,DISTRICT,SchoolName,SchoolAddress,SchoolCounty,SchoolSiteName,SAMPLE_DATE,RESULT,RPT_UNIT,Action_Level_Exceedance?,ALE_Follow_Up_Action,ALE_Follow_Up_Status
14723,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-BHE-A,San Diego Unified,Kearny SCT,1954 Komet  San Diego CA 92111-5731,San Diego,Cafeteria West Interior Wall Single Faucet above single compartment sinks,2017-05-12,5.0,UG/L,No,,
14200,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-AGE-E,San Diego Unified,Keiller Leadership Academy,7270 Lisbon Street San Diego CA 92114-3007,San Diego,PE Complex Wall mounted exterior between Boys Restroom and Coaches Office dual bubbler fountain right bubbler,2017-04-20,512.0,UG/L,No,,
10101,CA3310012,ELSINORE VALLEY MWD,RIVERSIDE,3310012-ACE-A,Lake Elsinore Unified,Keith McCarthy Academy,4305 Education Way Lake Elsinore CA 92530-2711,Riverside,200 Building Outside,2018-05-03,5.0,UG/L,No,,
15096,CA3710025,SWEETWATER AUTHORITY,SAN DIEGO,3710025-ACB-C,Chula Vista Elementary,Kellogg (Karl H) Elementary,229 East Naples Street Chula Vista CA 91911-2399,San Diego,Classroom 503 Drinking fountain near door in sink,2017-08-08,9.0,UG/L,No,,
16921,CA4210004,GOLETA WATER DISRICT,SANTA BARBARA,4210004-ABA-A,Goleta Union Elementary,Kellogg Elementary,475 Cambridge Avenue Goleta CA 93117-2141,Santa Barbara,Room 8,2017-03-15,5.0,UG/L,No,,
5371,CA1910026,COMPTON-CITY WATER DEPT,LOS ANGELES,1910026-ABA-A,Compton Unified,Kelly Elementary,2320 East Alondra Boulevard Compton CA 90221-4202,Los Angeles,drinking fountain,2018-05-09,5.0,UG/L,No,,
4239,CA1310002,CALEXICO CITY OF,IMPERIAL,1310002-AAD-A,Calexico Unified,Kennedy Gardens Elementary,2300 Rockwood Avenue Calexico CA 92231-1726,Imperial,East Side of Pre-School Trailer,2018-05-16,5.0,UG/L,No,,
4318,CA1310004,EL CENTRO CITY OF,IMPERIAL,1310004-AAF-A,El Centro Elementary,Kennedy Middle,900 North Sixth Street El Centro CA 92243-1803,Imperial,Drinking Fountain at work room,2017-09-15,13.0,UG/L,No,,
968,CA0110005,EAST BAY MUD,ALAMEDA,0110005-BBD-A,West Contra Costa Unified,Kensington Elementary,90 Highland Boulevard Kensington CA 94708-1023,Contra Costa,Fountain	Lower left fountain in hallway outside main office,2018-03-06,5.0,UG/L,No,,
3659,CA1010007,CITY OF FRESNO,FRESNO,1010007-AAH-A,Fresno Unified,Kepler Neighborhood School,1462 Broadway Fresno CA 93721,Fresno,Kindergarten Fountain,2017-10-04,5.0,UG/L,No,,
16879,CA4210003,GUADALUPE WATER DEPARTMENT,SANTA BARBARA,4210003-AAB-A,Guadalupe Union Elementary,Kermit McKenzie Junior High,4710 West Main Street Guadalupe CA 93434-1788,Santa Barbara,4210003-MJHS-A Kitchen Sink,2018-01-23,5.0,UG/L,No,,
4412,CA1510003,CWS - BAKERSFIELD,KERN,1510003-AAE-A,Kern High ROC,Kern High ROC,501 South Mount Vernon Avenue Bakersfield CA 93307-2859,Kern,S1: Restroom between 501 & 509 (upper drinking fountain),2017-05-23,5.0,UG/L,No,,
4990,CA1510033,CWS - KERNVILLE,KERN,1510033-AAB-A,Kernville Union Elementary,Kernville Elementary,13550 Sierra Way Kernville CA 93238,Kern,S1 DF mpb,2018-02-28,5.0,UG/L,No,,
7922,CA3010001,CITY OF ANAHEIM,ORANGE,3010001-ACB-B,Anaheim Elementary,Key (Francis Scott),2000 West Ball Road Anaheim CA 92804,Orange,Between room K1 & K2,2018-03-14,61.0,UG/L,No,,
15629,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-ACI-A,San Francisco Unified,Key (Francis Scott) Elementary,1530 43rd Avenue San Francisco CA 94122-2925,San Francisco,Lower drinking fountain across from Room 101 in Main Building,2017-09-28,5.0,UG/L,No,,
19427,CA5010009,KEYES COMMUNITY SERVICES DIST,STANISLAUS,5010009-AAC-E,Keyes Union,Keyes Elementary,4400 Maud Avenue Keyes CA 95328,Stanislaus,Room 21 Sink,2018-04-17,56.0,UG/L,No,,
19429,CA5010009,KEYES COMMUNITY SERVICES DIST,STANISLAUS,5010009-AAD-B,Keyes Union,Keyes to Learning Charter,5709 Ninth Street Keyes CA 95328,Stanislaus,Room 4 Sink,2018-04-17,82.0,UG/L,No,,
17338,CA4310007,CITY OF MOUNTAIN VIEW,SANTA CLARA,4310007-ABB-A,,Khan Lab School,1200 Villa Street Suite 100 Mountain View CA 94041,Santa Clara,Suite 100 Sink,2018-03-01,5.0,UG/L,No,,
6731,CA1910234,WALNUT VALLEY WATER DISTRICT,LOS ANGELES,1910234-AAE-A,Rowland Unified,Killian Elementary,19100 East Killian Street Rowland Heights CA 91748-3941,Los Angeles,Faucet - Cafe,2017-11-15,5.0,UG/L,No,,
15003,CA3710025,SWEETWATER AUTHORITY,SAN DIEGO,3710025-AAD-A,National Elementary,Kimball,302 West 18th Street National City CA 91950-5526,San Diego,Exterior of building by Room 4 (right bubbler),2017-04-12,8.0,UG/L,No,,
12243,CA3610037,REDLANDS CITY MUD-WATER DIV,SAN BERNARDINO,3610037-AAH-A,Redlands Unified,Kimberly Elementary,301 West South Avenue Redlands CA 92373-7039,San Bernardino,Room #1,2018-04-26,5.0,UG/L,No,,
14409,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-BBB-B,San Diego Unified,Kimbrough Elementary,321 Hoitt Street San Diego CA 92102-3132,San Diego,Restrooms Bldg South wall two single bubbler fountains lower left fountain ,2017-05-04,505.0,UG/L,No,,
18562,CA4310014,CITY OF SUNNYVALE,SANTA CLARA,4310014-ABF-A,,KinderCare,794 East Duane Avenue Sunnyvale CA 94085,Santa Clara,Building A Kitchen ,2018-05-18,5.0,UG/L,No,,
20167,CA5710001,CITY OF DAVIS,YOLO,5710001-AAC-A,Davis Joint Unified,King (Martin Luther) High (Continuation),635 B Street Davis CA 95616-3853,Yolo,Inside drinking fountain,2017-10-11,5.0,UG/L,No,,
15549,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-ABC-A,San Francisco Unified,King (Thomas Starr) Elementary,1215 Carolina Street San Francisco CA 94107-3322,San Francisco,Upper drinking fountain on patio in breezeway,2017-04-12,5.0,UG/L,No,,
1862,CA0110005,EAST BAY MUD,ALAMEDA,0110005-CDD-I,Berkeley Unified,King Child Development,1939 Ward Street Berkeley CA 94703,Alameda,Multipurpose room kitchen left tap in 3 basin stainless steal sink Sampled from tap not sprayer ,2018-06-12,62.0,UG/L,No,,
7386,CA2710009,CWSC KING CITY,MONTEREY,2710009-AAC-A,King City Union,King City Arts Magnet,415 Pearl Street King City CA 93930-2919,Monterey,S1 DF outside of boys restroom,2018-04-11,5.0,UG/L,No,,
7400,CA2710009,CWSC KING CITY,MONTEREY,2710009-AAG-A,South Monterey County Joint Union High,King City High,720 Broadway Street King City CA 93930-3311,Monterey,S1 DF Gym outside girls PE,2018-05-22,5.0,UG/L,No,,
3850,CA1010007,CITY OF FRESNO,FRESNO,1010007-AEJ-A,Fresno Unified,King Elementary,1001 East Florence Avenue Fresno CA 93706-4236,Fresno,Cafeteria (L) Fountain		,2018-06-13,5.0,UG/L,No,,
16125,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-BDG-A,San Francisco Unified,King Jr (Martin Luther) Academic Middle,350 Girard Street San Francisco CA 94134-1469,San Francisco,Upper drinking fountain across from Room 101 and Room 102 on 1st floor of Main Building,2018-01-30,5.0,UG/L,No,,
14413,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-BBC-A,San Diego Unified,King-Chavez Primary Academy,415 31st Street San Diego CA 92102-4236,San Diego,Outside Bathrooms east of main office two single bubbler fountains upper right fountain,2017-04-27,5.0,UG/L,No,,
9307,CA3110001,NORTH TAHOE PUD - MAIN,PLACER,3110001-AAB-A,Tahoe-Truckee Unified,Kings Beach Elementary,8125 Steelhead Kings Beach CA 96143-1177,Placer,Maints closet sink,2018-03-08,5.0,UG/L,No,,
12253,CA3610037,REDLANDS CITY MUD-WATER DIV,SAN BERNARDINO,3610037-AAJ-A,Redlands Unified,Kingsbury Elementary,600 Cajon Street Redlands CA 92373-5938,San Bernardino,Room #A,2018-04-25,5.0,UG/L,No,,
10516,CA3410006,CITRUS HEIGHTS WATER DISTRICT,SACRAMENTO,3410006-AAI-A,San Juan Unified,Kingswood K-8,5700 Primrose Drive Citrus Heights CA 95610-7543,Sacramento,A - Room 18,2017-10-26,5.0,UG/L,No,,
10814,CA3410015,GOLDEN STATE WATER CO - CORDOVA,SACRAMENTO,3410015-AAE-D,Folsom-Cordova Unified,Kinney High (Continuation),2710 Kilgore Road Rancho Cordova CA 95670-6104,Sacramento,Room A16 nurse station first aid center inside sink,2018-04-06,14.0,UG/L,No,,
18124,CA4310011,SAN JOSE WATER,SANTA CLARA,4310011-BEG-A,Alum Rock Union Elementary,Kipp Prize Preparatory Academy,1250 South King Rd San Jose CA 95122-2146,Santa Clara,Sample Location 1,2018-01-26,5.0,UG/L,No,,
11221,CA3410020,CITY OF SACRAMENTO MAIN,SACRAMENTO,3410020-AFE-E,Sacramento City Unified,Kit Carson Middle,5301 N Street Sacramento CA 95819-4126,Sacramento,Kitchen sink (#6 on map),2018-01-18,58.0,UG/L,No,,
15255,CA3710027,VISTA IRRIGATION DISTRICT,SAN DIEGO,3710027-AAH-A,San Marcos Unified,Knob Hill Elementary,1825 Knob Hill Road San Marcos CA 92069-3301,San Diego,Drinking Fountain BLDG 5,2017-03-22,5.0,UG/L,No,,
20128,CA5610059,GOLDEN STATE WATER COMPANY - SIMI VALLEY,VENTURA,5610059-AAG-A,Simi Valley Unified,Knolls Elementary,6334 Katherine Road Simi Valley CA 93063-4439,Ventura,Bldg 3 Inside K-1,2017-04-06,5.0,UG/L,No,,
14036,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-ADA-A,San Diego Unified,Knox Middle,1098 South 49th Street San Diego CA 92113-3599,San Diego,Auditorium Exterior next to stage door across from luch arbor upper right bubbler,2017-04-12,5.0,UG/L,No,,
10387,CA3410001,SACRAMENTO SUBURBAN WATER DISTRICT,SACRAMENTO,3410001-ABH-A,Twin Rivers Unified,Kohler Elementary,4004 Bruce Way North Highlands CA 95660-4404,Sacramento,Fountain (RHS) on South Wall of LMC and Room 7,2017-05-10,5.0,UG/L,No,,
8497,CA3010035,GOLDEN STATE WC - PLACENTIA,ORANGE,3010035-AAD-A,Placentia-Yorba Linda Unified,Kraemer Middle,645 North Angelina Drive Placentia CA 92870-5007,Orange,Kitchen ,2018-02-15,5.0,UG/L,No,,
14533,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-BDG-A,San Diego Unified,Kumeyaay Elementary,6475 Antigua Boulevard San Diego CA 92124-4031,San Diego,Kindergarten Building Outside East facing wall Triple bubbler fountain left of a single bubbler fountain left bubbler on triple fountain ,2017-05-06,5.0,UG/L,No,,
17160,CA4310001,CWSC LOS ALTOS SUBURBAN,SANTA CLARA,4310001-ABH-A,Cupertino Union,L P Collins Elementary,10300 Blaney Avenue Cupertino CA 95014-2332,Santa Clara,S1 Sink Faucet kitchen,2018-06-01,5.0,UG/L,No,,
13154,CA3710006,ESCONDIDO CITY OF,SAN DIEGO,3710006-AAC-A,Escondido Union,L R Green Elementary,3115 Las Palmas Avenue Escondido CA 92025-7300,San Diego,Drinking Fountain Between Room 11 and 4B,2017-05-02,5.0,UG/L,No,,
2096,CA0110005,EAST BAY MUD,ALAMEDA,0110005-CHJ-A,Oakland Unified,LIFE Academy,2101 35th Avenue Oakland CA 94601-3124,Alameda,Main floor across from locker 665,2018-01-17,5.0,UG/L,No,,
2247,CA0110005,EAST BAY MUD,ALAMEDA,0110005-DBB-A,,LPS Oakland R & D Campus,,,North end of LPS building next to room 111,2018-01-24,5.0,UG/L,No,,
16961,CA4210006,LOMPOC-CITY WATER UTILITY DIV,SANTA BARBARA,4210006-AAF-A,Lompoc Unified,La Canada Elementary,621 West North Avenue Lompoc CA 93436-4009,Santa Barbara,A bldg exterior fountain low,2018-04-24,5.0,UG/L,No,,
5675,CA1910101,ORCHARD DALE WATER DISTRICT,LOS ANGELES,1910101-AAC-A,East Whittier City Elementary,La Colima Elementary,11225 Miller Road Whittier CA 90604-1952,Los Angeles,Cafeteria-Kitchen Faucet,2017-03-02,5.0,UG/L,No,,
15315,CA3710029,OLIVENHAIN MWD,SAN DIEGO,3710029-AAB-A,San Dieguito Union High,La Costa Canyon High,1 Maverick Way Encinitas CA 92009,San Diego,Student Center Outside Drinking Fountain ,2017-05-17,5.0,UG/L,No,,
13045,CA3710002,VALLECITOS WD,SAN DIEGO,3710002-AAG-A,San Marcos Unified,La Costa Meadows Elementary,6889 El Fuerte Street Carlsbad CA 92009-5923,San Diego,Kitchen,2017-03-15,5.0,UG/L,No,,
1049,CA0110005,EAST BAY MUD,ALAMEDA,0110005-BCI-A,Oakland Unified,La Escuelita Elementary,1100 Third Avenue Oakland CA 94606-2227,Alameda,Fountain	Middle fountain front of 1st floor entrance elevator ,2017-11-28,5.0,UG/L,No,,
8250,CA3010018,CITY OF LA HABRA,ORANGE,3010018-AAB-A,Fullerton Joint Union High,La Habra High,801 West Highlander Avenue La Habra CA 90631-3720,Orange,Room 130-134 Downstairs Exterior drinking fountain,2017-12-20,5.0,UG/L,No,,
16967,CA4210006,LOMPOC-CITY WATER UTILITY DIV,SANTA BARBARA,4210006-AAG-A,Lompoc Unified,La Honda STEAM Academy,1213 North A Street Lompoc CA 93436-3514,Santa Barbara,A bldg exterior fountain low,2018-04-17,5.0,UG/L,No,,
9924,CA3310009,EASTERN MUNICIPAL WD,RIVERSIDE,3310009-AHC-A,Moreno Valley Unified,La Jolla Elementary,14745 Willowgrove Place Moreno Valley CA 92555-5746,Riverside,LJE Kitchen,2018-08-30,5.0,UG/L,No,,
14618,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-BFD-A,San Diego Unified,La Jolla High,750 Nautilus Street La Jolla CA 92037-6103,San Diego,Kitchen Inside Kitchen Left set of sinks north wall near coffee maker faucet above two compartment sink,2017-05-12,634.0,UG/L,No,,
7426,CA2710010,CWSC SALINAS,MONTEREY,2710010-AAE-A,Santa Rita Union Elementary,La Joya Elementary,55 Rogge Road Salinas CA 93906-1301,Monterey,1 School Office Bldg Back of School Office WF,2017-09-15,5.0,UG/L,No,,
5812,CA1910117,MONTEBELLO-CITY WATER DEPT,LOS ANGELES,1910117-AAB-A,Montebello Unified,La Merced Elementary,724 North Poplar Avenue Montebello CA 90640-2760,Los Angeles,Outside Main Office Drinking Fountain,2018-05-23,5.0,UG/L,No,,
6448,CA1910189,SAN GABRIEL VALLEY WATER CO-MONTEBELLO,LOS ANGELES,1910189-AAC-A,Montebello Unified,La Merced Intermediate,215 East Avenida de la Merced Montebello CA 90640-2799,Los Angeles,A Building 1st Floor Drinking Fountain,2018-05-23,5.0,UG/L,No,,
13486,CA3710010,HELIX WATER DISTRICT,SAN DIEGO,3710010-AFI-C,La Mesa-Spring Valley,La Mesa Arts Academy,4200 Parks Avenue La Mesa CA 91942-6212,San Diego,Bldg 6 Rm 25 lg white sink,2017-03-02,10.0,UG/L,No,,
13477,CA3710010,HELIX WATER DISTRICT,SAN DIEGO,3710010-AFG-A,La Mesa-Spring Valley,La Mesa Dale Elementary,4370 Parks Avenue La Mesa CA 91941-5214,San Diego,Bldg 6 kitchen sink,2017-03-02,5.0,UG/L,No,,
7337,CA2710004,CAL AM WATER COMPANY - MONTEREY,MONTEREY,2710004-AAH-A,Monterey Peninsula Unified,La Mesa Elementary,1 La Mesa Way Monterey CA 93940-4894,Monterey,Kitchen faucet for food preparation ,2017-04-21,5.0,UG/L,No,,
13558,CA3710010,HELIX WATER DISTRICT,SAN DIEGO,3710010-AIB-A,La Mesa-Spring Valley,La Mesa-Spring Valley Home Independent Study,4811 Glen Street La Mesa CA 91942-5474,San Diego,Rm 1 Sink DF,2017-10-25,5.0,UG/L,No,,
5525,CA1910059,SUBURBAN WATER SYSTEMS-LA MIRADA,LOS ANGELES,1910059-AAI-A,Norwalk-La Mirada Unified,La Mirada High,13520 Adelfa Drive La Mirada CA 90638-3103,Los Angeles,Multipurpose Kitchen Rinse Faucet,2018-05-23,5.0,UG/L,No,,
16926,CA4210004,GOLETA WATER DISRICT,SANTA BARBARA,4210004-ABC-A,Goleta Union Elementary,La Patera Elementary,555 North La Patera Lane Goleta CA 93117-1507,Santa Barbara,Room 1,2017-03-15,5.0,UG/L,No,,
5490,CA1910059,SUBURBAN WATER SYSTEMS-LA MIRADA,LOS ANGELES,1910059-AAB-A,Norwalk-La Mirada Unified,La Pluma Elementary,14420 La Pluma Drive La Mirada CA 90638-4029,Los Angeles,Multipurpose Kitchen Rinse Faucet,2018-05-23,5.0,UG/L,No,,
5545,CA1910060,LA PUENTE VALLEY CWD,LOS ANGELES,1910060-AAD-E,Hacienda la Puente Unified,La Puente High,15615 East Nelson Avenue La Puente CA 91744-3910,Los Angeles,Boys PE Building Ice Machine,2018-01-10,5.0,UG/L,No,,
16937,CA4210006,LOMPOC-CITY WATER UTILITY DIV,SANTA BARBARA,4210006-AAB-A,,La Purisima Catholic School,219 W OliveAve Lompoc CA 93436,Santa Barbara,Kitchen sink,2018-04-19,5.0,UG/L,No,,
8831,CA3010064,CITY OF WESTMINSTER,ORANGE,3010064-AAC-A,Garden Grove Unified,La Quinta High,10372 McFadden Street Westminster CA 92683-7098,Orange,faucet in cafeteria in oven area below clock,2018-03-06,5.0,UG/L,No,,
6714,CA1910212,GSWC-SOUTH ARCADIA,LOS ANGELES,1910212-AAD-A,Temple City Unified,La Rosa Elementary,9301 La Rosa Drive Temple City CA 91780-3734,Los Angeles,Sink faucet in kitchen,2018-04-26,5.0,UG/L,No,,
6298,CA1910174,SUBURBAN WATER SYSTEMS-WHITTIER,LOS ANGELES,1910174-ABC-B,Whittier Union High,La Serna High,15301 East Youngwood Drive Whittier CA 90605-1345,Los Angeles,Building M Weight Room Filling Station,2017-07-13,99.0,UG/L,No,,
8119,CA3010010,CITY OF FULLERTON,ORANGE,3010010-AAE-A,Fullerton Joint Union High,La Sierra High (Alternative),951 North State College Boulevard Fullerton CA 92831,Orange,Building 3004 Outside of Mens Restroom 1st Floor Drinking Fountain,2017-12-21,5.0,UG/L,No,,
8445,CA3010027,CITY OF ORANGE,ORANGE,3010027-AAI-A,Orange Unified,La Veta Elementary,2800 East La Veta Avenue Orange CA 92869-5111,Orange,K1 - SINK,2018-05-10,804.0,UG/L,No,,
10614,CA3410009,FAIR OAKS WATER DISTRICT,SACRAMENTO,3410009-AAG-D,San Juan Unified,La Vista Center,4501 Bannister Road Fair Oaks CA 95628-5703,Sacramento,Location 4,2017-09-19,56.0,UG/L,No,,
8122,CA3010010,CITY OF FULLERTON,ORANGE,3010010-AAF-A,Fullerton Joint Union High,La Vista High (Continuation),909 North State College Boulevard Fullerton CA 92831-3013,Orange,Cafeteria East Side of Kitchen Drinking Fountain,2017-12-21,5.0,UG/L,No,,
9273,CA3010092,IRVINE RANCH WATER DISTRICT,ORANGE,3010092-AEG-A,Tustin Unified,Ladera Elementary,2515 Rawlings Way Tustin CA 92782-5111,Orange,106,2017-12-14,5.0,UG/L,No,,
8169,CA3010010,CITY OF FULLERTON,ORANGE,3010010-ABF-A,Fullerton Elementary,Ladera Vista Junior High School of the Arts,1700 East Wilshire Drive Fullerton CA 92831-4115,Orange,Partition 8 Drinking Fountain by MP Lobby,2018-02-01,5.0,UG/L,No,,
16008,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-BBA-A,San Francisco Unified,Lafayette Elementary,4545 Anza Street San Francisco CA 94121-2621,San Francisco,Upper drinking fountain of the right set of fountains next to flagpole on playground,2017-12-15,5.0,UG/L,No,,
11728,CA3410029,SCWA - LAGUNA/VINEYARD,SACRAMENTO,3410029-ACI-A,Elk Grove Unified,Laguna Creek High,9050 Vicino Drive Elk Grove CA 95758-5859,Sacramento,Ext Wall Mounted D/F right outside of boyâ€™s locker-room by lunch area,2017-12-12,5.0,UG/L,No,,
8174,CA3010010,CITY OF FULLERTON,ORANGE,3010010-ABG-A,Fullerton Elementary,Laguna Road Elementary,300 West Laguna Road Fullerton CA 92835-2504,Orange,Partition 7 Bubbler by Room 16,2018-02-06,5.0,UG/L,No,,
19753,CA5602403,LAGUNA VISTA SCHOOL/OCEANVIEW SCHOOL DIS,VENTURA,5602403-AAB-D,Ocean View,Laguna Vista Elementary,5084 Etting Road Oxnard CA 93033-5904,Ventura,Room 305,2018-07-30,53.0,UG/L,No,,
7512,CA2710010,CWSC SALINAS,MONTEREY,2710010-ACB-D,Lagunita Elementary,Lagunita Elementary,975 San Juan Grade Road Salinas CA 93907-8438,Monterey,S4 DF main bldg rm 3,2017-11-17,61.0,UG/L,No,,
17885,CA4310011,SAN JOSE WATER,SANTA CLARA,4310011-AJG-A,Franklin-McKinley Elementary,Lairon College Preparatory Academy,3975 Mira Loma San Jose CA 95111-3520,Santa Clara,Sample Location 1,2017-11-16,5.0,UG/L,No,,
745,CA0110005,EAST BAY MUD,ALAMEDA,0110005-AGI-A,West Contra Costa Unified,Lake Elementary,2700 Eleventh Street San Pablo CA 94806-2298,Contra Costa,Fountain	Df in rm 21,2017-11-14,5.0,UG/L,No,,
3625,CA0910001,EL DORADO ID - MAIN,EL DORADO,0910001-AAJ-A,Rescue Union Elementary,Lake Forest Elementary,2240 Sailsbury Drive El Dorado Hills CA 95762-6984,El Dorado,Kindergarten Room A-1 Drinking Fountain,2018-02-02,5.0,UG/L,No,,
10291,CA3310049,WESTERN MWD,RIVERSIDE,3310049-AAB-A,Alvord Unified,Lake Hills Elementary,16346 Village Meadow Drive Riverside CA 92503-0229,Riverside,Drinking Fountain Outside Multipurpose Room/Cafeteria Area,2018-04-12,5.0,UG/L,No,,
6312,CA1910174,SUBURBAN WATER SYSTEMS-WHITTIER,LOS ANGELES,1910174-ABF-A,South Whittier Elementary,Lake Marie Elementary,10001 Carmenita Road Whittier CA 90605-3206,Los Angeles,Bathroom Outside Fountain ,2017-09-28,5.0,UG/L,No,,
10301,CA3310049,WESTERN MWD,RIVERSIDE,3310049-AAE-A,Riverside Unified,Lake Mathews Elementary,12252 Blackburn Road Riverside CA 92503-7083,Riverside,Multi Purpose Bldg NW Wall drinking fountain regular use,2018-06-14,5.0,UG/L,No,,
10048,CA3310012,ELSINORE VALLEY MWD,RIVERSIDE,3310012-ABF-A,Lake Elsinore Unified,Lakeland Village,18730 Grand Avenue Lake Elsinore CA 92530-6256,Riverside,Kitchen,2018-04-26,5.0,UG/L,No,,
15534,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-AAJ-A,San Francisco Unified,Lakeshore Alternative Elementary,220 Middlefield Drive San Francisco CA 94132-1418,San Francisco,Lower drinking fountain located outdoor on kindergarten yard at lower level,2017-04-21,5.0,UG/L,No,,
13590,CA3710013,LAKESIDE WD,SAN DIEGO,3710013-AAH-A,Lakeside Union Elementary,Lakeside Early Advantage Preschool,9745 Marilla Drive Lakeside CA 92040-2807,San Diego,3710013-AAH-A,2017-04-25,5.0,UG/L,No,,
13575,CA3710013,LAKESIDE WD,SAN DIEGO,3710013-AAC-A,Lakeside Union Elementary,Lakeside Farms Elementary,11915 Lakeside Avenue Lakeside CA 92040-0578,San Diego,a,2017-04-27,5.0,UG/L,No,,
10114,CA3310012,ELSINORE VALLEY MWD,RIVERSIDE,3310012-ACI-A,Lake Elsinore Unified,Lakeside High,32593 Riverside Drive Lake Elsinore CA 92530-7802,Riverside,Outside Wrestling Area,2018-04-26,5.0,UG/L,No,,
9710,CA3310009,EASTERN MUNICIPAL WD,RIVERSIDE,3310009-ACD-A,Val Verde Unified,Lakeside Middle,27720 Walnut Street Perris CA 92571-7520,Riverside,LM Kitchen,2018-04-19,5.0,UG/L,No,,
8571,CA3010037,YORBA LINDA WATER DISTRICT,ORANGE,3010037-AAF-A,Placentia-Yorba Linda Unified,Lakeview Elementary,17510 Lakeview Avenue Yorba Linda CA 92886-2381,Orange,Drinking fountain at Building 100,2018-02-15,5.0,UG/L,No,,
17022,CA4210016,GOLDEN STATE WATER COMPANY - ORCUTT,SANTA BARBARA,4210016-AAE-A,Orcutt Union Elementary,Lakeview Junior High,3700 Orcutt Road Santa Maria CA 93455-2602,Santa Barbara,Drinking fountain outside near room 13,2017-12-06,5.0,UG/L,No,,
16398,CA3910004,LODI CITY OF,SAN JOAQUIN,3910004-AAH-B,Lodi Unified,Lakewood Elementary,1100 North Ham Lane Lodi CA 95242-2322,San Joaquin,Between door 17-17A,2018-04-25,5.0,UG/L,No,,
6773,CA1910239,LAKEWOOD - CITY WATER DEPT,LOS ANGELES,1910239-AAI-A,Long Beach Unified,Lakewood High,4400 Briercrest Avenue Lakewood CA 90713-2512,Los Angeles,200 Building (2nd Floor by Classroom 202),2018-05-25,5.0,UG/L,No,,
8747,CA3010062,CITY OF GARDEN GROVE,ORANGE,3010062-AAC-A,Orange Unified,Lampson Elementary,13321 Lampson Avenue Garden Grove CA 92840-6141,Orange,Office building In between restrooms,2018-04-12,5.0,UG/L,No,,
