ID,PwsID,WaterSystemName,WaterSystemCounty,PSCODE,DISTRICT,SchoolName,SchoolAddress,SchoolCounty,SchoolSiteName,SAMPLE_DATE,RESULT,RPT_UNIT,Action_Level_Exceedance.,ALE_Follow_Up_Action,ALE_Follow_Up_Status
6331,CA1910174,SUBURBAN WATER SYSTEMS-WHITTIER,LOS ANGELES,1910174-ABI-E,Lowell Joint,Meadow Green Elementary,12025 South Grovedale Drive Whittier CA 90604-3754,Los Angeles,Building E Room 9 Outside Fountain,2018-04-18,5,UG/L,No,NA,NA
3241,CA0710003,CONTRA COSTA WATER DISTRICT,CONTRA COSTA,0710003-AAJ-E,Mt Diablo Unified,Meadow Homes Elementary,1371 Detroit Avenue Concord CA 94520-3521,Contra Costa,Right Tap in kitchen,2017-12-20,5,UG/L,No,NA,NA
5119,CA1610005,LEMOORE CITY OF,KINGS,1610005-AAG-B,Lemoore Union Elementary,Meadow Lane Elementary,Meadow Lane and Quandt Lemoore CA 93245-3418,Kings,CAFETERIA DRINKING FOUNTAIN,2017-05-11,53,UG/L,No,NA,NA
9119,CA3010092,IRVINE RANCH WATER DISTRICT,ORANGE,3010092-ABE-D,Irvine Unified,Meadow Park Elementary,50 Blue Lake South Irvine CA 92614-5472,Orange,Kitchen,2017-11-14,5,UG/L,No,NA,NA
13778,CA3710015,POWAY CITY OF,SAN DIEGO,3710015-AAE-E,Poway Unified,Meadowbrook Middle,12320 Meadowbrook Lane Poway CA 92064-3599,San Diego,Outside drinking fountain â€“ 402,2017-05-23,5,UG/L,No,NA,NA
20074,CA5610043,OAK PARK WATER SERVICE,VENTURA,5610043-AAC-E,Oak Park Unified,Medea Creek Middle,1002 Doubletree Road Oak Park CA 91377-3900,Ventura,Fill Station,2018-03-13,5,UG/L,No,NA,NA
9630,CA3310009,EASTERN MUNICIPAL WD,RIVERSIDE,3310009-AAF-E,San Jacinto Unified,Megan Cope Elementary,2550 Via La Sierra Lane San Jacinto CA 92582-4700,Riverside,Library regular,2017-05-24,5,UG/L,No,NA,NA
2451,CA0110005,EAST BAY MUD,ALAMEDA,0110005-DEC-W,NA,Meher Schools The,999 Leland Drive Lafayette CA 94549,Contra Costa,Df in rm 10 sink,2018-04-17,5,UG/L,No,NA,NA
19760,CA5610005,MEINERS OAKS CWD,VENTURA,5610005-AAB-A,Ojai Unified,Meiners Oaks Elementary,400 South Lomita Avenue Ojai CA 93023-2221,Ventura,Kitchen Prep Sink,2017-02-21,204,UG/L,Yes,Corrective action started,Pending
8550,CA3010035,GOLDEN STATE WC - PLACENTIA,ORANGE,3010035-ABD-E,Placentia-Yorba Linda Unified,Melrose Elementary,974 South Melrose Street Placentia CA 92870-7117,Orange,Drinking Fountain_1st Grade,2018-03-02,5,UG/L,No,NA,NA
1794,CA0110005,EAST BAY MUD,ALAMEDA,0110005-CCH-E,Oakland Unified,Melrose Leadership Academy,4730 Fleming Avenue Oakland CA 94619-2515,Alameda,Fountain	West playground to left of entrance to main hallway,2017-12-15,5,UG/L,No,NA,NA
14135,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-AFB-E,NA,Memorial Scholars & Athletes,NA,NA,Auditorium Bldg 100; Exterior North wall; : Left bubbler on double fountain,2017-04-14,5,UG/L,No,NA,NA
16607,CA4110006,CALIFORNIA WATER SERVICE - BEAR GULCH,SAN MATEO,4110006-AAB-E,Sequoia Union High,Menlo-Atherton High,555 Middlefield Road Atherton CA 94025-3438,San Mateo,S5: Water fountain outside RM D-9,2017-04-26,5,UG/L,No,NA,NA
12252,CA3610037,REDLANDS CITY MUD-WATER DIV,SAN BERNARDINO,3610037-AAI-E,Redlands Unified,Mentone Elementary,1320 Crafton Avenue Mentone CA 92359-1318,San Bernardino,Room #9,2018-04-26,5,UG/L,No,NA,NA
6637,CA1910205,SUBURBAN WATER SYSTEMS-SAN JOSE,LOS ANGELES,1910205-ABH-E,West Covina Unified,Merced Elementary,1545 East Merced Avenue West Covina CA 91791-3555,Los Angeles,Kindergarten Room 1 Inside Fountain,2018-05-23,5,UG/L,No,NA,NA
7249,CA2410009,CITY OF MERCED,MERCED,2410009-ACA-E,Merced Union High,Merced High,205 West Olive Avenue Merced CA 95348-3100,Merced,Room 603 kitchen,2017-09-21,5,UG/L,No,NA,NA
7279,CA2410009,CITY OF MERCED,MERCED,2410009-ACG-E,Merced County Office of Education,Merced Scholars Charter,1850 Wardrobe Av Building H Merced CA 95341-6407,Merced,South Most location,2017-10-04,5,UG/L,No,NA,NA
16352,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-BIC-E,NA,Mercy High School,3250 19th Avenue San Francisco CA 94132,San Francisco,Drinking fountain in rotunda hallway on 1st floor and west side of Gym Pavilion ,2018-04-12,5,UG/L,No,NA,NA
13315,CA3710010,HELIX WATER DISTRICT,SAN DIEGO,3710010-ABF-E,Cajon Valley Union,Meridian Elementary,651 South Third Street El Cajon CA 92019-2517,San Diego,K-2 OS DF,2017-03-23,5,UG/L,No,NA,NA
6832,CA2010001,CHOWCHILLA CITY WATER DEPT,MADERA,2010001-AAB-A,Chowchilla Elementary,Merle L Fuller Elementary,1101 Monterey Avenue Chowchilla CA 93610-0907,Madera,Merle L Fuller Elementary,2017-12-09,5,UG/L,No,NA,NA
6632,CA1910205,SUBURBAN WATER SYSTEMS-SAN JOSE,LOS ANGELES,1910205-ABG-E,West Covina Unified,Merlinda Elementary,1120 South Valinda Avenue West Covina CA 91790-5361,Los Angeles,Room 17 Restroom Outside Fountain,2018-05-22,5,UG/L,No,NA,NA
17770,CA4310011,SAN JOSE WATER,SANTA CLARA,4310011-AHB-E,San Jose Unified,Merritt Trace Elementary,651 Dana Avenue San Jose CA 95126-2003,Santa Clara,B Building left of girls restroom to the right of the office doors right fountain,2017-09-12,5,UG/L,No,NA,NA
5270,CA1910007,AZUSA LIGHT AND WATER,LOS ANGELES,1910007-AAH-Z,Covina-Valley Unified,Merwin Elementary,16125 Cypress Covina CA 91722-2236,Los Angeles,DISTRIBUTION SOURCE,2018-04-12,5,UG/L,No,NA,NA
16502,CA4010040,GOLDEN STATE WATER COMPANY-CYPRESS RIDGE,SAN LUIS OBISPO,4010040-AAB-E,Lucia Mar Unified,Mesa Middle,2555 Halcyon Road Arroyo Grande CA 93420-6539,San Luis Obispo,Staff Breakroom sink,2017-11-07,5,UG/L,No,NA,NA
19543,CA5010018,RIVERBANK CITY OF,STANISLAUS,5010018-AAD-E,Riverbank Unified,Mesa Verde Elementary,4850 Mesa Drive Oakdale CA 95361-7862,Stanislaus,Room #9 Drinking Fountain,2018-01-03,5,UG/L,No,NA,NA
10530,CA3410006,CITRUS HEIGHTS WATER DISTRICT,SACRAMENTO,3410006-ABA-E,San Juan Unified,Mesa Verde High,7501 Carriage Drive Citrus Heights CA 95621-2000,Sacramento,E - Small Gym,2017-10-24,5,UG/L,No,NA,NA
19979,CA5610018,VENTURA CWWD NO 1 - MOORPARK,VENTURA,5610018-AAH-E,Moorpark Unified,Mesa Verde Middle,14000 Peach Hill Road Moorpark CA 93021-3554,Ventura,Building F Fountain,2018-04-11,5,UG/L,No,NA,NA
9666,CA3310009,EASTERN MUNICIPAL WD,RIVERSIDE,3310009-ABD-E,Romoland Elementary,Mesa View Elementary,27227 Heritage Lake Drive Romoland CA 92585-2628,Riverside,Mesa Kitchen,2018-04-11,5,UG/L,No,NA,NA
12743,CA3610055,YUCAIPA VALLEY WATER DISTRICT,SAN BERNARDINO,3610055-AAE-E,Yucaipa-Calimesa Joint Unified,Mesa View Middle,800 Mustang Way Calimesa CA 92399-1080,San Bernardino,Outdoor Fountain - Athletic Fields,2017-05-18,5,UG/L,No,NA,NA
2082,CA0110005,EAST BAY MUD,ALAMEDA,0110005-CHF-C,Oakland Unified,MetWest High,314 East Tenth Street Oakland CA 94606-2302,Alameda,Fountain	Upstairs from main assembly area south side next to boysâ€™ restroom,2018-01-12,5,UG/L,No,NA,NA
12331,CA3610041,SAN GABRIEL VALLEY WC - FONTANA,SAN BERNARDINO,3610041-AAC-E,Colton Joint Unified,Michael DArcy Elementary,11645 Elm Avenue Fontana CA 92337-0974,San Bernardino,Drinking Fountain - North of Lawn Area,2017-05-16,5,UG/L,No,NA,NA
12188,CA3610036,CHINO HILLS CITY OF,SAN BERNARDINO,3610036-ABB-C,Chino Valley Unified,Michael G Wickman Elementary,16250 Pinehurst Drive Chino Hills CA 91709-7915,San Bernardino,Outside Quad Drinking Fountain 3,2018-08-28,65,UG/L,No,NA,NA
11069,CA3410020,CITY OF SACRAMENTO MAIN,SACRAMENTO,3410020-ACB-D,Twin Rivers Unified,Michael J Castori Elementary,1801 South Avenue Sacramento CA 95838-4636,Sacramento,Kitchen sink under windows,2017-05-02,5,UG/L,No,NA,NA
2493,CA0110005,EAST BAY MUD,ALAMEDA,0110005-DEH-W,West Contra Costa Unified,Middle College High,2600 Mission Bell Drive San Pablo CA 94806-3195,Contra Costa,Df in softball dugout,2018-04-27,5,UG/L,No,NA,NA
9931,CA3310009,EASTERN MUNICIPAL WD,RIVERSIDE,3310009-AHD-D,Moreno Valley Unified,Midland Elementary,11440 Davis Street Moreno Valley CA 92557-5524,Riverside,MidE Building J Kinder,2018-08-24,5,UG/L,No,NA,NA
4860,CA1510022,WEST KERN WATER DISTRICT,KERN,1510022-ABA-E,Midway Elementary,Midway Elementary,259 F Street Fellows CA 93224-0039,Kern,Gymnasium - Interior East Side,2017-12-07,5,UG/L,No,NA,NA
3669,CA1010007,CITY OF FRESNO,FRESNO,1010007-AAI-F,Fresno Unified,Miguel Hidalgo Elementary,3550 East Thomas Avenue Fresno CA 93702-1119,Fresno,Service Connection 4 Meter #17004670,2018-04-24,5,UG/L,No,NA,NA
16991,CA4210006,LOMPOC-CITY WATER UTILITY DIV,SANTA BARBARA,4210006-AAJ-Z,Lompoc Unified,Miguelito Elementary,1600 West Olive Avenue Lompoc CA 93436-6312,Santa Barbara,DISTRIBUTION SOURCE,2018-04-18,5,UG/L,No,NA,NA
19368,CA5010005,CITY OF MODESTO SALIDA,STANISLAUS,5010005-AAB-E,Salida Union Elementary,Mildred Perkins Elementary,3920 Blue Bird Dr Modesto CA 95356-0254,Stanislaus,CBK Staff Room Bubbler,2018-02-22,5,UG/L,No,NA,NA
10336,CA3410001,SACRAMENTO SUBURBAN WATER DISTRICT,SACRAMENTO,3410001-AAF-E,Twin Rivers Unified,Miles P Richmond,4330 Keema Avenue North Highlands CA 95660-3948,Sacramento,Faucet - Against west wall inside of kitchen at sink,2017-04-28,5,UG/L,No,NA,NA
15548,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-ABB-E,San Francisco Unified,Milk (Harvey) Civil Rights Elementary,4235 19th Street San Francisco CA 94114-2415,San Francisco,Drinking fountain in hallway outside of cafeteria in basement,2017-04-13,5,UG/L,No,NA,NA
7006,CA2110002,MARIN MUNICIPAL WATER DISTRICT,MARIN,2110002-ADD-E,Mill Valley Elementary,Mill Valley Middle,425 Sycamore Avenue Mill Valley CA 94941-2231,Marin,Deans office inside DF ,2018-04-27,5,UG/L,No,NA,NA
18325,CA4310011,SAN JOSE WATER,SANTA CLARA,4310011-BJH-E,Alum Rock Union Elementary,Millard McCollam Elementary,3311 Lucian Avenue San Jose CA 95127-1544,Santa Clara,Sample Location 5,2018-02-27,5,UG/L,No,NA,NA
18681,CA4310020,CITY OF SAN JOSE - EVG/EDV/COY,SANTA CLARA,4310020-ABD-E,Evergreen Elementary,Millbrook Elementary,3200 Millbrook Drive San Jose CA 95148-3681,Santa Clara,Site 5,2018-01-26,5,UG/L,No,NA,NA
14015,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-ACF-E,San Diego Unified,Millennial Tech Middle,1110 Carolina Lane San Diego CA 92102-3713,San Diego,Main office BLDG east end near mens restroom 3 single bubbler,2017-04-07,5,UG/L,No,NA,NA
1272,CA0110005,EAST BAY MUD,ALAMEDA,0110005-BHA-D,Piedmont City Unified,Millennium High Alternative,760 Magnolia Avenue Piedmont CA 94611-4029,Alameda,Fountain	Upper df in gym entrance,2017-12-07,5,UG/L,No,NA,NA
16184,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-BEH-E,NA,Millennium School of San Francisco,380 Fulton Street San Francisco CA 94102,San Francisco,Cold water faucet at dishwashing sink inside kitchen in Main Building,2018-02-28,5,UG/L,No,NA,NA
6887,CA2110002,MARIN MUNICIPAL WATER DISTRICT,MARIN,2110002-AAG-E,Dixie Elementary,Miller Creek Middle,2255 Las Gallinas Avenue San Rafael CA 94903-1699,Marin,FS kitchen faucet ,2017-09-27,5,UG/L,No,NA,NA
13833,CA3710018,RINCON DEL DIABLO MWD (ID-1),SAN DIEGO,3710018-AAC-E,Escondido Union,Miller Elementary,1975 Miller Avenue Escondido CA 92025-5932,San Diego,Drinking fountain (lower side) hard court,2017-05-02,5,UG/L,No,NA,NA
16830,CA4110018,CITY OF MILLBRAE,SAN MATEO,4110018-AAB-E,San Mateo Union High,Mills High,400 Murchison Drive Millbrae CA 94030-3024,San Mateo,Tennis courts NE corner of campus - drinking fountain,2018-04-11,5,UG/L,No,NA,NA
10820,CA3410015,GOLDEN STATE WATER CO - CORDOVA,SACRAMENTO,3410015-AAF-E,Folsom-Cordova Unified,Mills Middle,10439 Coloma Road Rancho Cordova CA 95670-2107,Sacramento,Admin bldg-Nurses first aid sink,2018-04-12,5,UG/L,No,NA,NA
16429,CA3910004,LODI CITY OF,SAN JOAQUIN,3910004-ABF-E,Lodi Unified,Millswood Middle,233 North Mills Ave Lodi CA 95242-2954,San Joaquin,E,2018-08-15,5,UG/L,No,NA,NA
5300,CA1910017,SANTA CLARITA VALLEY WA-SANTA CLARITA,LOS ANGELES,1910017-ABF-E,Sulphur Springs Union,Mint Canyon Community Elementary,16400 Sierra Highway Canyon Country CA 91351-1414,Los Angeles,Preschool Room 7000 Fountain,2018-05-22,5,UG/L,No,NA,NA
5717,CA1910104,CALIFORNIA WATER SERVICE CO - PALOS VER,LOS ANGELES,1910104-AAF-E,Palos Verdes Peninsula Unified,Mira Catalina Elementary,30511 Lucania Drive Rancho Palos Verdes CA 90275-6272,Los Angeles,S5 DF rm 12 btwn restrooms,2018-05-18,5,UG/L,No,NA,NA
14682,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-BGF-E,San Diego Unified,Mira Mesa High,10510 Reagan Road San Diego CA 92126-3275,San Diego,Portable Classrooms 15-11 Wall mounted exterior (West of Bldg) between Girls and Boys RRs two single bubble fountains lower left fountain,2017-05-10,5,UG/L,No,NA,NA
20055,CA5610024,CASITAS MUNICIPAL WATER DIST,VENTURA,5610024-AAB-E,Ojai Unified,Mira Monte Elementary,1216 Loma Drive Ojai CA 93023-3825,Ventura,DF in room 23,2017-04-18,5,UG/L,No,NA,NA
4679,CA1510006,EAST NILES CSD,KERN,1510006-AAB-E,Kern High,Mira Monte High,1800 South Fairfax Road Bakersfield CA 93307-8520,Kern,Field House (upper),2017-04-21,5,UG/L,No,NA,NA
585,CA0110005,EAST BAY MUD,ALAMEDA,0110005-AED-E,West Contra Costa Unified,Mira Vista Elementary,6397 Hazel Avenue Richmond CA 94805-2099,Contra Costa,Fountain	Fountain in rm 27 sink,2017-11-01,5,UG/L,No,NA,NA
5708,CA1910104,CALIFORNIA WATER SERVICE CO - PALOS VER,LOS ANGELES,1910104-AAE-A,Palos Verdes Peninsula Unified,Miraleste Elementary,6245 Via Canada Rancho Palos Verdes CA 90275-6540,Los Angeles,S1 DF inside mpr,2018-05-18,53,UG/L,No,NA,NA
5723,CA1910104,CALIFORNIA WATER SERVICE CO - PALOS VER,LOS ANGELES,1910104-AAG-F,Palos Verdes Peninsula Unified,Miraleste Intermediate,29323 Palos Verdes Drive East Rancho Palos Verdes CA 90275-6470,Los Angeles,S6 BF gym next to boys locker rm,2018-05-18,5,UG/L,No,NA,NA
15723,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-AEG-E,San Francisco Unified,Miraloma Elementary,175 Omar Way San Francisco CA 94127-1701,San Francisco,Sink faucet inside school office in Main Building,2017-10-13,5,UG/L,No,NA,NA
14472,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-BCD-E,San Diego Unified,Miramar Ranch Elementary,10770 Red Cedar Drive San Diego CA 92131-1204,San Diego,second floor hallway east end near girls RR lower left fountain bubbler,2017-04-27,5,UG/L,No,NA,NA
445,CA0110005,EAST BAY MUD,ALAMEDA,0110005-ABH-E,Acalanes Union High,Miramonte High,750 Moraga Way Orinda CA 94563-4330,Contra Costa,Site #5 Water Fountain by Sport Complex,2017-05-17,5,UG/L,No,NA,NA
14627,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-BFE-E,San Diego Unified,Mission Bay High,2475 Grand Avenue San Diego CA 92109-4825,San Diego,200 bldg #271 near athletic fields dual bubbler fountain left bubbler,2017-05-16,5,UG/L,No,NA,NA
14902,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-CBA-E,NA,Mission Bay Montessori Academy,2640 Soderblom Avenue San Diego CA 92122,San Diego,Southeastern classroom bldg rooms 1 to 6 Exterior East wall Adjacent to RRs triple bubbler fountain right bubbler,2017-05-25,5,UG/L,No,NA,NA
16280,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-BGI-D,NA,Mission Dolores Academy,3371 16th Street San Francisco CA 94114,San Francisco,Upper drinking fountain adjacent to basketball courts near east entrance to gym inside Gym Building,2018-03-29,5,UG/L,No,NA,NA
15728,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-AEH-E,San Francisco Unified,Mission Education Center,1670 Noe Street San Francisco CA 94131-2357,San Francisco,Lower drinking fountain between kitchen and Girls Restroom in playground walkway outside Main Building,2017-10-06,5,UG/L,No,NA,NA
13668,CA3710014,OCEANSIDE CITY OF,SAN DIEGO,3710014-ABE-E,Oceanside Unified,Mission Elementary,2100 Mission Avenue Oceanside CA 92058-2327,San Diego,3710014-MES-5,2017-04-05,5,UG/L,No,NA,NA
16206,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-BFC-E,San Francisco Unified,Mission High,3750 18th Street San Francisco CA 94114-2614,San Francisco,Lower drinking fountain between window and Restroom across from Room 303 on 3rd floor of Main Building,2018-03-01,5,UG/L,No,NA,NA
13063,CA3710002,VALLECITOS WD,SAN DIEGO,3710002-AAJ-E,San Marcos Unified,Mission Hills High,1 Mission Hills Court San Marcos CA 92069-1965,San Diego,Soccer Field DF,2017-03-14,5,UG/L,No,NA,NA
13623,CA3710014,OCEANSIDE CITY OF,SAN DIEGO,3710014-AAF-D,Vista Unified,Mission Meadows Elementary,5657 Spur Avenue Oceanside CA 92056-5714,San Diego,3710014-MMES-D,2017-03-14,5,UG/L,No,NA,NA
13227,CA3710006,ESCONDIDO CITY OF,SAN DIEGO,3710006-ABG-E,Escondido Union,Mission Middle,939 East Mission Avenue Escondido CA 92026-2216,San Diego,Library Drinking Fountain #5,2018-04-27,5,UG/L,No,NA,NA
7475,CA2710010,CWSC SALINAS,MONTEREY,2710010-ABE-B,Salinas City Elementary,Mission Park Elementary,403 West Acacia Street Salinas CA 93901-1830,Monterey,water faucet mpr kitchen sink,2017-10-19,52,UG/L,No,NA,NA
16251,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-BGB-E,San Francisco Unified,Mission Preparatory,75 Francis Street San Francisco CA 94112-1924,San Francisco,Water filling station between restroom corridor and Quarter 2 Data Bulletin on 1st floor of Main Building,2018-02-27,5,UG/L,No,NA,NA
263,CA0110001,ALAMEDA COUNTY WATER DISTRICT,ALAMEDA,0110001-AFG-E,Fremont Unified,Mission San Jose Elementary,43545 Bryant Street Fremont CA 94539-5885,Alameda,Upper fountain by restrooms around corner from room 19Â ,2018-05-23,5,UG/L,No,NA,NA
279,CA0110001,ALAMEDA COUNTY WATER DISTRICT,ALAMEDA,0110001-AGA-E,Fremont Unified,Mission San Jose High,41717 Palm Avenue Fremont CA 94539-4799,Alameda,Upper fountain in N wing near lockers 408-431,2018-05-17,5,UG/L,No,NA,NA
16994,CA4210006,LOMPOC-CITY WATER UTILITY DIV,SANTA BARBARA,4210006-ABA-Z,Lompoc Unified,Mission Valley,1301 North A Street Lompoc CA 93436-3516,Santa Barbara,DISTRIBUTION SOURCE,2018-04-24,5,UG/L,No,NA,NA
268,CA0110001,ALAMEDA COUNTY WATER DISTRICT,ALAMEDA,0110001-AFH-E,Fremont Unified,Mission Valley Elementary,41700 Denise Street Fremont CA 94539-4562,Alameda,Left sink fountain inside room 1Â ,2018-05-23,5,UG/L,No,NA,NA
184,CA0110001,ALAMEDA COUNTY WATER DISTRICT,ALAMEDA,0110001-ADJ-D,Mission Valley ROC/P,Mission Valley ROCP,5019 Stevenson Boulevard Fremont CA 94538-2449,Alameda,Upper drinking fountain next to Room 226,2018-05-11,5,UG/L,No,NA,NA
13628,CA3710014,OCEANSIDE CITY OF,SAN DIEGO,3710014-AAG-E,Vista Unified,Mission Vista High,1306 Melrose Drive Oceanside CA 92057-4649,San Diego,3710014-MVHS-E,2017-03-14,5,UG/L,No,NA,NA
18864,CA4510005,CITY OF REDDING,SHASTA,4510005-ABJ-E,Enterprise Elementary,Mistletoe Elementary,1225 Mistletoe Lane Redding CA 96002-0720,Shasta,CAFE SINK,2018-03-21,5,UG/L,No,NA,NA
5295,CA1910017,SANTA CLARITA VALLEY WA-SANTA CLARITA,LOS ANGELES,1910017-ABE-E,Sulphur Springs Union,Mitchell Community Elementary,16821 West Goodvale Street Canyon Country CA 91387-1714,Los Angeles,Room 402 Faucet,2018-05-22,5,UG/L,No,NA,NA
7306,CA2510001,CITY OF ALTURAS,MODOC,2510001-AAE-A,Modoc Joint Unified,Modoc Community Adult,802 North East Street Alturas CA 96101,Modoc,sink drinking fountain,2018-05-02,5,UG/L,No,NA,NA
7302,CA2510001,CITY OF ALTURAS,MODOC,2510001-AAB-D,Modoc Joint Unified,Modoc High,900 North Main Street Alturas CA 96101-3376,Modoc,south hall drinking fountain,2018-05-02,5,UG/L,No,NA,NA
7303,CA2510001,CITY OF ALTURAS,MODOC,2510001-AAC-A,Modoc Joint Unified,Modoc Middle,906 West Fourth Street Alturas CA 96101-3716,Modoc,west drinking fountain,2018-05-02,5,UG/L,No,NA,NA
4742,CA1510014,MOJAVE PUD,KERN,1510014-AAC-H,Mojave Unified,Mojave Elementary,15800 O Street Mojave CA 93501-1344,Kern,Head Start,2018-05-01,5,UG/L,No,NA,NA
4733,CA1510014,MOJAVE PUD,KERN,1510014-AAB-F,Mojave Unified,Mojave Jr/Sr High,15732 O Street Mojave CA 93501-1751,Kern,South Hall,2018-05-01,54,UG/L,No,NA,NA
12675,CA3610052,VICTORVILLE WATER DISTRICT,SAN BERNARDINO,3610052-ACF-E,Victor Elementary,Mojave Vista Elementary,16100 Burwood Avenue Victorville CA 92395-9677,San Bernardino,East Wing Drinking Fountain,2018-03-13,5,UG/L,No,NA,NA
7112,CA2210001,MARIPOSA PUBLIC UTILITY DIST,MARIPOSA,2210001-AAD-C,Mariposa County Office of Education,Monarch Academy,5082 Old Highway North Mariposa CA 95338,Mariposa,BIC building 6 on map,2017-11-15,5,UG/L,No,NA,NA
10140,CA3310031,RIVERSIDE CITY OF,RIVERSIDE,3310031-ACG-D,Riverside Unified,Monroe Elementary,8535 Garfield Avenue Riverside CA 92504-2906,Riverside,Interior Drinking Sink Nurses Office,2018-08-22,55,UG/L,No,NA,NA
6784,CA1910239,LAKEWOOD - CITY WATER DEPT,LOS ANGELES,1910239-AAJ-E,Long Beach Unified,Monroe K-8,4400 Ladoga Ave Lakewood CA 90713-2749,Los Angeles,D Building (inside),2018-05-24,75,UG/L,No,NA,NA
17469,CA4310011,SAN JOSE WATER,SANTA CLARA,4310011-AAI-E,Campbell Union,Monroe Middle,1055 South Monroe Street San Jose CA 95128-3150,Santa Clara,Classroom 6 (inside) drinking fountain,2017-03-15,5,UG/L,No,NA,NA
17315,CA4310007,CITY OF MOUNTAIN VIEW,SANTA CLARA,4310007-AAF-E,Mountain View Whisman,Monta Loma Elementary,460 Thompson Avenue Mountain View CA 94043-3133,Santa Clara,Room 23 Middle Sink,2017-11-21,5,UG/L,No,NA,NA
18604,CA4310018,CITY OF CUPERTINO,SANTA CLARA,4310018-AAB-E,Fremont Union High,Monta Vista High,21840 McClellan Road Cupertino CA 95014-4055,Santa Clara,5,2017-08-15,5,UG/L,No,NA,NA
1949,CA0110005,EAST BAY MUD,ALAMEDA,0110005-CFB-E,San Ramon Valley Unified,Montair Elementary,300 Quinterra Lane Danville CA 94526-3239,Contra Costa,Fountain	Upper fountain outside next to girls bathroom #406,2017-12-22,5,UG/L,No,NA,NA
803,CA0110005,EAST BAY MUD,ALAMEDA,0110005-AHJ-E,West Contra Costa Unified,Montalvin Manor Elementary,300 Christine Drive San Pablo CA 94806-1199,Contra Costa,Fountain	Lower in multipurpose room,2017-11-15,5,UG/L,No,NA,NA
1924,CA0110005,EAST BAY MUD,ALAMEDA,0110005-CEG-E,Oakland Unified,Montclair Elementary,1757 Mountain Boulevard Oakland CA 94611-2259,Alameda,Fountain	Outdoor hallway first floor new building,2017-12-21,5,UG/L,No,NA,NA
17159,CA4310001,CWSC LOS ALTOS SUBURBAN,SANTA CLARA,4310001-ABG-E,Cupertino Union,Montclaire Elementary,1160 Street Joseph Avenue Los Altos CA 94024-6755,Santa Clara,S5 Sink Faucet teachers lounge,2018-05-30,5,UG/L,No,NA,NA
3291,CA0710003,CONTRA COSTA WATER DISTRICT,CONTRA COSTA,0710003-ABJ-E,Mt Diablo Unified,Monte Gardens Elementary,3841 Larkspur Drive Concord CA 94519-1152,Contra Costa,Sink Tw kitchen ,2017-12-21,5,UG/L,No,NA,NA
20008,CA5610023,VENTURA WWD NO 8 - SIMI VALLEY,VENTURA,5610023-AAF-A,Simi Valley Unified,Monte Vista,1220 Fourth Street Simi Valley CA 93065-4359,Ventura,MVS-BLDG 1-ADMIN (5610023-07-01),2017-06-07,11,UG/L,No,NA,NA
